location,temperature,categories,premise,hypothesis,entailment,contradiction,neutral,model
noloc,-50,freezing,It is freezing.,It is -50 degrees celsius.,0.10937127470970154,0.0029595361556857824,0.8876692056655884,roberta-large-mnli
noloc,-50,cold,It is cold.,It is -50 degrees celsius.,0.004934083204716444,0.003195228287950158,0.991870641708374,roberta-large-mnli
noloc,-50,cool,It is cool.,It is -50 degrees celsius.,0.008994536474347115,0.08764814585447311,0.9033573269844055,roberta-large-mnli
noloc,-50,warm,It is warm.,It is -50 degrees celsius.,0.0025069662369787693,0.9897956252098083,0.007697321940213442,roberta-large-mnli
noloc,-50,hot,It is hot.,It is -50 degrees celsius.,0.0036936835385859013,0.9807315468788147,0.015574734658002853,roberta-large-mnli
noloc,-49,freezing,It is freezing.,It is -49 degrees celsius.,0.10466783493757248,0.002882914151996374,0.8924492597579956,roberta-large-mnli
noloc,-49,cold,It is cold.,It is -49 degrees celsius.,0.0041741058230400085,0.0026243620086461306,0.9932015538215637,roberta-large-mnli
noloc,-49,cool,It is cool.,It is -49 degrees celsius.,0.009214104153215885,0.06750883162021637,0.9232770204544067,roberta-large-mnli
noloc,-49,warm,It is warm.,It is -49 degrees celsius.,0.004307780880481005,0.9769659638404846,0.01872631348669529,roberta-large-mnli
noloc,-49,hot,It is hot.,It is -49 degrees celsius.,0.006401230115443468,0.9557551145553589,0.037843670696020126,roberta-large-mnli
noloc,-48,freezing,It is freezing.,It is -48 degrees celsius.,0.08153334259986877,0.0025755593087524176,0.9158911108970642,roberta-large-mnli
noloc,-48,cold,It is cold.,It is -48 degrees celsius.,0.0033103551249951124,0.0021575135178864002,0.9945321083068848,roberta-large-mnli
noloc,-48,cool,It is cool.,It is -48 degrees celsius.,0.007778267841786146,0.06181475147604942,0.9304069876670837,roberta-large-mnli
noloc,-48,warm,It is warm.,It is -48 degrees celsius.,0.003372256876900792,0.9833881855010986,0.01323961652815342,roberta-large-mnli
noloc,-48,hot,It is hot.,It is -48 degrees celsius.,0.005562969017773867,0.9611765742301941,0.03326049819588661,roberta-large-mnli
noloc,-47,freezing,It is freezing.,It is -47 degrees celsius.,0.07713830471038818,0.002808509161695838,0.9200531840324402,roberta-large-mnli
noloc,-47,cold,It is cold.,It is -47 degrees celsius.,0.003096192143857479,0.0021719513460993767,0.9947319030761719,roberta-large-mnli
noloc,-47,cool,It is cool.,It is -47 degrees celsius.,0.0077629173174500465,0.07711252570152283,0.9151245355606079,roberta-large-mnli
noloc,-47,warm,It is warm.,It is -47 degrees celsius.,0.0027346843853592873,0.9870011806488037,0.010264175944030285,roberta-large-mnli
