location,temperature,categories,premise,hypothesis,entailment,contradiction,neutral,model
noloc,-50,warm,It is -50 degrees.,It is warm.,0.005976984277367592,0.9872639179229736,0.006759153213351965,roberta-large-mnli
noloc,-50,very warm,It is -50 degrees.,It is very warm.,0.0033233847934752703,0.9923393726348877,0.004337222781032324,roberta-large-mnli
noloc,-50,extremely warm,It is -50 degrees.,It is extremely warm.,0.0016805562190711498,0.995998740196228,0.0023207273334264755,roberta-large-mnli
noloc,-50,hot,It is -50 degrees.,It is hot.,0.0016285075107589364,0.9964827299118042,0.0018888027407228947,roberta-large-mnli
noloc,-50,slightly hot,It is -50 degrees.,It is slightly hot.,0.08633313328027725,0.17547528445720673,0.738191545009613,roberta-large-mnli
noloc,-50,very hot,It is -50 degrees.,It is very hot.,0.003807011991739273,0.9919845461845398,0.0042084683664143085,roberta-large-mnli
noloc,-50,extremely hot,It is -50 degrees.,It is extremely hot.,0.0030043188016861677,0.9937213659286499,0.0032743862830102444,roberta-large-mnli
noloc,-49,warm,It is -49 degrees.,It is warm.,0.005883399397134781,0.9868907332420349,0.007225908804684877,roberta-large-mnli
noloc,-49,very warm,It is -49 degrees.,It is very warm.,0.003767884336411953,0.9909819960594177,0.005250076297670603,roberta-large-mnli
noloc,-49,extremely warm,It is -49 degrees.,It is extremely warm.,0.0019649069290608168,0.9951635599136353,0.0028715371154248714,roberta-large-mnli
noloc,-49,hot,It is -49 degrees.,It is hot.,0.002359313890337944,0.9948717355728149,0.0027689682319760323,roberta-large-mnli
noloc,-49,slightly hot,It is -49 degrees.,It is slightly hot.,0.07428760826587677,0.15469932556152344,0.7710130214691162,roberta-large-mnli
noloc,-49,very hot,It is -49 degrees.,It is very hot.,0.0057316492311656475,0.9873988628387451,0.006869460456073284,roberta-large-mnli
noloc,-49,extremely hot,It is -49 degrees.,It is extremely hot.,0.005435444880276918,0.9884474873542786,0.006117022130638361,roberta-large-mnli
noloc,-48,warm,It is -48 degrees.,It is warm.,0.0053263017907738686,0.9881920218467712,0.0064816540107131,roberta-large-mnli
noloc,-48,very warm,It is -48 degrees.,It is very warm.,0.0028990169521421194,0.9928939938545227,0.004206922836601734,roberta-large-mnli
noloc,-48,extremely warm,It is -48 degrees.,It is extremely warm.,0.0013519771164283156,0.9965110421180725,0.0021370016038417816,roberta-large-mnli
noloc,-48,hot,It is -48 degrees.,It is hot.,0.0018478204729035497,0.9958833456039429,0.002268817974254489,roberta-large-mnli
noloc,-48,slightly hot,It is -48 degrees.,It is slightly hot.,0.0665227472782135,0.16268953680992126,0.7707876563072205,roberta-large-mnli
noloc,-48,very hot,It is -48 degrees.,It is very hot.,0.004115991294384003,0.9906715154647827,0.005212472286075354,roberta-large-mnli
noloc,-48,extremely hot,It is -48 degrees.,It is extremely hot.,0.003672751598060131,0.9918383955955505,0.004488839767873287,roberta-large-mnli
noloc,-47,warm,It is -47 degrees.,It is warm.,0.0047377306036651134,0.9895899891853333,0.005672254133969545,roberta-large-mnli
noloc,-47,very warm,It is -47 degrees.,It is very warm.,0.00268169236369431,0.9935657382011414,0.0037526236847043037,roberta-large-mnli
noloc,-47,extremely warm,It is -47 degrees.,It is extremely warm.,0.0012021764414384961,0.9969326257705688,0.0018651378341019154,roberta-large-mnli
noloc,-47,hot,It is -47 degrees.,It is hot.,0.0015759214293211699,0.9964720010757446,0.0019520273199304938,roberta-large-mnli
noloc,-47,slightly hot,It is -47 degrees.,It is slightly hot.,0.07273443043231964,0.165854349732399,0.761411190032959,roberta-large-mnli
noloc,-47,very hot,It is -47 degrees.,It is very hot.,0.0033988235518336296,0.9923270344734192,0.0042740958742797375,roberta-large-mnli
noloc,-47,extremely hot,It is -47 degrees.,It is extremely hot.,0.0027706243563443422,0.9937793612480164,0.0034499596804380417,roberta-large-mnli
noloc,-46,warm,It is -46 degrees.,It is warm.,0.004731298889964819,0.9895735383033752,0.005695144645869732,roberta-large-mnli
noloc,-46,very warm,It is -46 degrees.,It is very warm.,0.0024416514206677675,0.9940485954284668,0.0035096751525998116,roberta-large-mnli
noloc,-46,extremely warm,It is -46 degrees.,It is extremely warm.,0.0011621901066973805,0.996993899345398,0.0018439111299812794,roberta-large-mnli
noloc,-46,hot,It is -46 degrees.,It is hot.,0.001789767062291503,0.9960391521453857,0.00217115948908031,roberta-large-mnli
noloc,-46,slightly hot,It is -46 degrees.,It is slightly hot.,0.07190724462270737,0.16195178031921387,0.7661409974098206,roberta-large-mnli
noloc,-46,very hot,It is -46 degrees.,It is very hot.,0.004088795743882656,0.9909761548042297,0.004935035947710276,roberta-large-mnli
noloc,-46,extremely hot,It is -46 degrees.,It is extremely hot.,0.003575376234948635,0.9922574758529663,0.0041672056540846825,roberta-large-mnli
noloc,-45,warm,It is -45 degrees.,It is warm.,0.005351758096367121,0.9885765910148621,0.006071653217077255,roberta-large-mnli
noloc,-45,very warm,It is -45 degrees.,It is very warm.,0.0027450157795101404,0.9935405850410461,0.0037143954541534185,roberta-large-mnli
noloc,-45,extremely warm,It is -45 degrees.,It is extremely warm.,0.0011534510413184762,0.9970656037330627,0.0017810306744650006,roberta-large-mnli
noloc,-45,hot,It is -45 degrees.,It is hot.,0.0018357888329774141,0.996094286441803,0.002069895388558507,roberta-large-mnli
noloc,-45,slightly hot,It is -45 degrees.,It is slightly hot.,0.09880758076906204,0.1698405146598816,0.731351912021637,roberta-large-mnli
noloc,-45,very hot,It is -45 degrees.,It is very hot.,0.004044442903250456,0.9913461804389954,0.004609374329447746,roberta-large-mnli
noloc,-45,extremely hot,It is -45 degrees.,It is extremely hot.,0.003464112989604473,0.9926322102546692,0.003903629258275032,roberta-large-mnli
noloc,-44,warm,It is -44 degrees.,It is warm.,0.004359766375273466,0.9905844330787659,0.0050557563081383705,roberta-large-mnli
noloc,-44,very warm,It is -44 degrees.,It is very warm.,0.0025708714965730906,0.9939560294151306,0.0034731747582554817,roberta-large-mnli
