location,temperature,categories,premise,hypothesis,entailment,contradiction,neutral,model
noloc,-50,freezing,It is freezing.,It is -50 degrees.,0.17790228128433228,0.004105422645807266,0.8179922699928284,roberta-large-mnli
noloc,-50,cold,It is cold.,It is -50 degrees.,0.004089049529284239,0.0025701341219246387,0.993340790271759,roberta-large-mnli
noloc,-50,cool,It is cool.,It is -50 degrees.,0.007685291115194559,0.03801169991493225,0.9543030261993408,roberta-large-mnli
noloc,-50,warm,It is warm.,It is -50 degrees.,0.0023913318291306496,0.9907873272895813,0.006821365095674992,roberta-large-mnli
noloc,-50,hot,It is hot.,It is -50 degrees.,0.0015357744414359331,0.9939398765563965,0.004524278920143843,roberta-large-mnli
noloc,-49,freezing,It is freezing.,It is -49 degrees.,0.14206303656101227,0.003893811721354723,0.8540431261062622,roberta-large-mnli
noloc,-49,cold,It is cold.,It is -49 degrees.,0.0035111885517835617,0.0024021381977945566,0.9940866231918335,roberta-large-mnli
noloc,-49,cool,It is cool.,It is -49 degrees.,0.007480641361325979,0.02212119847536087,0.9703981876373291,roberta-large-mnli
noloc,-49,warm,It is warm.,It is -49 degrees.,0.0049684601835906506,0.9744412302970886,0.020590249449014664,roberta-large-mnli
noloc,-49,hot,It is hot.,It is -49 degrees.,0.0035266918130218983,0.9809539318084717,0.015519403852522373,roberta-large-mnli
noloc,-48,freezing,It is freezing.,It is -48 degrees.,0.11502449214458466,0.0034074403811246157,0.8815680742263794,roberta-large-mnli
noloc,-48,cold,It is cold.,It is -48 degrees.,0.002900176914408803,0.0019737996626645327,0.9951260685920715,roberta-large-mnli
noloc,-48,cool,It is cool.,It is -48 degrees.,0.0062757027335464954,0.018810229375958443,0.9749140739440918,roberta-large-mnli
noloc,-48,warm,It is warm.,It is -48 degrees.,0.00363018992356956,0.9825809597969055,0.013788867741823196,roberta-large-mnli
noloc,-48,hot,It is hot.,It is -48 degrees.,0.002896900288760662,0.9832769632339478,0.013826177455484867,roberta-large-mnli
noloc,-47,freezing,It is freezing.,It is -47 degrees.,0.11266951262950897,0.003934622276574373,0.8833958506584167,roberta-large-mnli
noloc,-47,cold,It is cold.,It is -47 degrees.,0.002599091501906514,0.0019499490736052394,0.9954509139060974,roberta-large-mnli
noloc,-47,cool,It is cool.,It is -47 degrees.,0.005888782441616058,0.021468114107847214,0.9726430773735046,roberta-large-mnli
noloc,-47,warm,It is warm.,It is -47 degrees.,0.0029719695448875427,0.9865836501121521,0.010444357059895992,roberta-large-mnli
noloc,-47,hot,It is hot.,It is -47 degrees.,0.002135927090421319,0.9890240430831909,0.008840056136250496,roberta-large-mnli
noloc,-46,freezing,It is freezing.,It is -46 degrees.,0.1299029290676117,0.004262504167854786,0.8658345937728882,roberta-large-mnli
noloc,-46,cold,It is cold.,It is -46 degrees.,0.0027107989881187677,0.0020864373072981834,0.9952027797698975,roberta-large-mnli
noloc,-46,cool,It is cool.,It is -46 degrees.,0.00624367268756032,0.02770455740392208,0.9660517573356628,roberta-large-mnli
noloc,-46,warm,It is warm.,It is -46 degrees.,0.0032487032003700733,0.9856129288673401,0.011138349771499634,roberta-large-mnli
noloc,-46,hot,It is hot.,It is -46 degrees.,0.002124758902937174,0.9895055890083313,0.008369632065296173,roberta-large-mnli
noloc,-45,freezing,It is freezing.,It is -45 degrees.,0.07251712679862976,0.004070304334163666,0.9234126210212708,roberta-large-mnli
noloc,-45,cold,It is cold.,It is -45 degrees.,0.002089134883135557,0.0016209970926865935,0.996289849281311,roberta-large-mnli
noloc,-45,cool,It is cool.,It is -45 degrees.,0.005719196051359177,0.015313290990889072,0.9789674878120422,roberta-large-mnli
noloc,-45,warm,It is warm.,It is -45 degrees.,0.003558350494131446,0.9814563989639282,0.014985165558755398,roberta-large-mnli
noloc,-45,hot,It is hot.,It is -45 degrees.,0.002380195539444685,0.9856740832328796,0.011945660226047039,roberta-large-mnli
noloc,-44,freezing,It is freezing.,It is -44 degrees.,0.1233384981751442,0.00474559934809804,0.8719159364700317,roberta-large-mnli
noloc,-44,cold,It is cold.,It is -44 degrees.,0.0033140811137855053,0.0024818647652864456,0.9942041039466858,roberta-large-mnli
noloc,-44,cool,It is cool.,It is -44 degrees.,0.0068239797838032246,0.024836253374814987,0.968339741230011,roberta-large-mnli
noloc,-44,warm,It is warm.,It is -44 degrees.,0.0034736129455268383,0.9831936359405518,0.013332778587937355,roberta-large-mnli
noloc,-44,hot,It is hot.,It is -44 degrees.,0.002182557713240385,0.9885037541389465,0.009313617832958698,roberta-large-mnli
noloc,-43,freezing,It is freezing.,It is -43 degrees.,0.09900468587875366,0.00545562943443656,0.8955397009849548,roberta-large-mnli
noloc,-43,cold,It is cold.,It is -43 degrees.,0.0028862354811280966,0.002336629433557391,0.9947770833969116,roberta-large-mnli
noloc,-43,cool,It is cool.,It is -43 degrees.,0.005978631321340799,0.0211519543081522,0.9728693962097168,roberta-large-mnli
noloc,-43,warm,It is warm.,It is -43 degrees.,0.004520353861153126,0.9753071665763855,0.020172396674752235,roberta-large-mnli
noloc,-43,hot,It is hot.,It is -43 degrees.,0.002243715338408947,0.9877293109893799,0.010027039796113968,roberta-large-mnli
noloc,-42,freezing,It is freezing.,It is -42 degrees.,0.11203420907258987,0.003921052441000938,0.8840447664260864,roberta-large-mnli
noloc,-42,cold,It is cold.,It is -42 degrees.,0.00316163944080472,0.0020531448535621166,0.9947852492332458,roberta-large-mnli
noloc,-42,cool,It is cool.,It is -42 degrees.,0.00602527242153883,0.016552608460187912,0.9774221181869507,roberta-large-mnli
noloc,-42,warm,It is warm.,It is -42 degrees.,0.005843957886099815,0.9614194631576538,0.03273652866482735,roberta-large-mnli
noloc,-42,hot,It is hot.,It is -42 degrees.,0.0028850645758211613,0.9821562170982361,0.014958813786506653,roberta-large-mnli
noloc,-41,freezing,It is freezing.,It is -41 degrees.,0.10820288211107254,0.004317937418818474,0.8874792456626892,roberta-large-mnli
noloc,-41,cold,It is cold.,It is -41 degrees.,0.003080638125538826,0.00182823755312711,0.9950910806655884,roberta-large-mnli
noloc,-41,cool,It is cool.,It is -41 degrees.,0.005470628850162029,0.010900679975748062,0.9836286902427673,roberta-large-mnli
noloc,-41,warm,It is warm.,It is -41 degrees.,0.006735752336680889,0.9541369676589966,0.03912718966603279,roberta-large-mnli
