name,feet,inches,categories,premise,hypothesis,entailment,contradiction,neutral,model
Barbara,2,1,tall,Barbara is tall.,Barbara is 2 feet 1 inches.,0.0327618382871151,0.6707000136375427,0.29653820395469666,roberta-large-mnli
Barbara,2,1,short,Barbara is short.,Barbara is 2 feet 1 inches.,0.00835469365119934,0.001955961575731635,0.9896893501281738,roberta-large-mnli
Barbara,2,2,tall,Barbara is tall.,Barbara is 2 feet 2 inches.,0.03628997877240181,0.5834818482398987,0.3802281320095062,roberta-large-mnli
Barbara,2,2,short,Barbara is short.,Barbara is 2 feet 2 inches.,0.005974314175546169,0.001573453308083117,0.9924522042274475,roberta-large-mnli
Barbara,2,3,tall,Barbara is tall.,Barbara is 2 feet 3 inches.,0.04072149097919464,0.48924919962882996,0.47002923488616943,roberta-large-mnli
Barbara,2,3,short,Barbara is short.,Barbara is 2 feet 3 inches.,0.005193940829485655,0.001318862196058035,0.9934871196746826,roberta-large-mnli
Barbara,2,4,tall,Barbara is tall.,Barbara is 2 feet 4 inches.,0.028591960668563843,0.669432520866394,0.3019755184650421,roberta-large-mnli
Barbara,2,4,short,Barbara is short.,Barbara is 2 feet 4 inches.,0.00460973521694541,0.0010690335184335709,0.9943212270736694,roberta-large-mnli
Barbara,2,5,tall,Barbara is tall.,Barbara is 2 feet 5 inches.,0.032814495265483856,0.5330519676208496,0.4341335594654083,roberta-large-mnli
Barbara,2,5,short,Barbara is short.,Barbara is 2 feet 5 inches.,0.003565036691725254,0.0010756852570921183,0.9953592419624329,roberta-large-mnli
Barbara,2,6,tall,Barbara is tall.,Barbara is 2 feet 6 inches.,0.03938671573996544,0.4886949360370636,0.47191834449768066,roberta-large-mnli
Barbara,2,6,short,Barbara is short.,Barbara is 2 feet 6 inches.,0.004055405035614967,0.0009853243827819824,0.9949592351913452,roberta-large-mnli
Barbara,2,7,tall,Barbara is tall.,Barbara is 2 feet 7 inches.,0.03574002906680107,0.2931196391582489,0.6711403131484985,roberta-large-mnli
Barbara,2,7,short,Barbara is short.,Barbara is 2 feet 7 inches.,0.003285279031842947,0.0009595898445695639,0.9957551956176758,roberta-large-mnli
Barbara,2,8,tall,Barbara is tall.,Barbara is 2 feet 8 inches.,0.03641728311777115,0.38768771290779114,0.5758950114250183,roberta-large-mnli
Barbara,2,8,short,Barbara is short.,Barbara is 2 feet 8 inches.,0.0035891460720449686,0.0010169892339035869,0.9953938722610474,roberta-large-mnli
Barbara,2,9,tall,Barbara is tall.,Barbara is 2 feet 9 inches.,0.03284456953406334,0.2064346820116043,0.7607207894325256,roberta-large-mnli
Barbara,2,9,short,Barbara is short.,Barbara is 2 feet 9 inches.,0.003280305303633213,0.0009409182821400464,0.9957787990570068,roberta-large-mnli
Barbara,2,10,tall,Barbara is tall.,Barbara is 2 feet 10 inches.,0.03166631981730461,0.417130708694458,0.5512029528617859,roberta-large-mnli
Barbara,2,10,short,Barbara is short.,Barbara is 2 feet 10 inches.,0.0032115341164171696,0.001127480180002749,0.9956609606742859,roberta-large-mnli
Barbara,2,11,tall,Barbara is tall.,Barbara is 2 feet 11 inches.,0.03067871741950512,0.1347738355398178,0.8345474600791931,roberta-large-mnli
Barbara,2,11,short,Barbara is short.,Barbara is 2 feet 11 inches.,0.0027074813842773438,0.0010010605910792947,0.9962915182113647,roberta-large-mnli
Barbara,3,1,tall,Barbara is tall.,Barbara is 3 feet 1 inches.,0.04501958191394806,0.18834027647972107,0.7666400671005249,roberta-large-mnli
Barbara,3,1,short,Barbara is short.,Barbara is 3 feet 1 inches.,0.007980650290846825,0.0017890346935018897,0.9902302622795105,roberta-large-mnli
Barbara,3,2,tall,Barbara is tall.,Barbara is 3 feet 2 inches.,0.04274514690041542,0.21632574498653412,0.7409290671348572,roberta-large-mnli
Barbara,3,2,short,Barbara is short.,Barbara is 3 feet 2 inches.,0.005156524479389191,0.0013748941710218787,0.9934685230255127,roberta-large-mnli
Barbara,3,3,tall,Barbara is tall.,Barbara is 3 feet 3 inches.,0.04173987731337547,0.23895201086997986,0.7193081378936768,roberta-large-mnli
Barbara,3,3,short,Barbara is short.,Barbara is 3 feet 3 inches.,0.004548977129161358,0.0011535004014149308,0.9942975640296936,roberta-large-mnli
Barbara,3,4,tall,Barbara is tall.,Barbara is 3 feet 4 inches.,0.039718158543109894,0.2017017900943756,0.7585800290107727,roberta-large-mnli
Barbara,3,4,short,Barbara is short.,Barbara is 3 feet 4 inches.,0.0048227314837276936,0.0011212625540792942,0.994055986404419,roberta-large-mnli
Barbara,3,5,tall,Barbara is tall.,Barbara is 3 feet 5 inches.,0.03296641260385513,0.25924772024154663,0.7077858448028564,roberta-large-mnli
Barbara,3,5,short,Barbara is short.,Barbara is 3 feet 5 inches.,0.0036251493729650974,0.0010199928656220436,0.9953548908233643,roberta-large-mnli
Barbara,3,6,tall,Barbara is tall.,Barbara is 3 feet 6 inches.,0.041014883667230606,0.21791744232177734,0.7410677075386047,roberta-large-mnli
Barbara,3,6,short,Barbara is short.,Barbara is 3 feet 6 inches.,0.004208788275718689,0.0009338695090264082,0.9948573112487793,roberta-large-mnli
Barbara,3,7,tall,Barbara is tall.,Barbara is 3 feet 7 inches.,0.030328527092933655,0.14756600558757782,0.8221054673194885,roberta-large-mnli
Barbara,3,7,short,Barbara is short.,Barbara is 3 feet 7 inches.,0.0032712577376514673,0.0009179330081678927,0.995810866355896,roberta-large-mnli
Barbara,3,8,tall,Barbara is tall.,Barbara is 3 feet 8 inches.,0.033277612179517746,0.20690926909446716,0.759813129901886,roberta-large-mnli
Barbara,3,8,short,Barbara is short.,Barbara is 3 feet 8 inches.,0.003803469706326723,0.0009552929550409317,0.9952412843704224,roberta-large-mnli
Barbara,3,9,tall,Barbara is tall.,Barbara is 3 feet 9 inches.,0.02646399661898613,0.11101311445236206,0.8625229001045227,roberta-large-mnli
Barbara,3,9,short,Barbara is short.,Barbara is 3 feet 9 inches.,0.0033562518656253815,0.0009019150165840983,0.9957418441772461,roberta-large-mnli
Barbara,3,10,tall,Barbara is tall.,Barbara is 3 feet 10 inches.,0.028353365138173103,0.2887825071811676,0.6828641891479492,roberta-large-mnli
Barbara,3,10,short,Barbara is short.,Barbara is 3 feet 10 inches.,0.003173473523929715,0.0010174770141020417,0.9958090782165527,roberta-large-mnli
Barbara,3,11,tall,Barbara is tall.,Barbara is 3 feet 11 inches.,0.02592427283525467,0.09402886033058167,0.8800469040870667,roberta-large-mnli
Barbara,3,11,short,Barbara is short.,Barbara is 3 feet 11 inches.,0.002855137689039111,0.0009530331008136272,0.9961918592453003,roberta-large-mnli
Barbara,4,1,tall,Barbara is tall.,Barbara is 4 feet 1 inches.,0.038933299481868744,0.22977185249328613,0.7312948703765869,roberta-large-mnli
Barbara,4,1,short,Barbara is short.,Barbara is 4 feet 1 inches.,0.005708719603717327,0.001627121469937265,0.9926642179489136,roberta-large-mnli
Barbara,4,2,tall,Barbara is tall.,Barbara is 4 feet 2 inches.,0.03502849489450455,0.23412726819515228,0.7308441996574402,roberta-large-mnli
Barbara,4,2,short,Barbara is short.,Barbara is 4 feet 2 inches.,0.004152882378548384,0.0013172770850360394,0.9945299029350281,roberta-large-mnli
Barbara,4,3,tall,Barbara is tall.,Barbara is 4 feet 3 inches.,0.03547860309481621,0.3080853223800659,0.656436026096344,roberta-large-mnli
Barbara,4,3,short,Barbara is short.,Barbara is 4 feet 3 inches.,0.0039582522585988045,0.0012260542716830969,0.9948156476020813,roberta-large-mnli
Barbara,4,4,tall,Barbara is tall.,Barbara is 4 feet 4 inches.,0.035876475274562836,0.33968237042427063,0.6244411468505859,roberta-large-mnli
Barbara,4,4,short,Barbara is short.,Barbara is 4 feet 4 inches.,0.004166317172348499,0.0011518823448568583,0.9946817755699158,roberta-large-mnli
Barbara,4,5,tall,Barbara is tall.,Barbara is 4 feet 5 inches.,0.025063470005989075,0.09513559937477112,0.8798009157180786,roberta-large-mnli
Barbara,4,5,short,Barbara is short.,Barbara is 4 feet 5 inches.,0.003234099131077528,0.001163910492323339,0.995602011680603,roberta-large-mnli
Barbara,4,6,tall,Barbara is tall.,Barbara is 4 feet 6 inches.,0.03219645097851753,0.1494830697774887,0.8183204531669617,roberta-large-mnli
