location,temperature,categories,premise,hypothesis,entailment,contradiction,neutral,model
noloc,-50,freezing,It is -50 degrees celsius.,It is freezing.,0.8416297435760498,0.00245298002846539,0.15591728687286377,roberta-large-mnli
noloc,-50,cold,It is -50 degrees celsius.,It is cold.,0.80816650390625,0.0011417865753173828,0.19069170951843262,roberta-large-mnli
noloc,-50,cool,It is -50 degrees celsius.,It is cool.,0.4558227062225342,0.07574832439422607,0.46842890977859497,roberta-large-mnli
noloc,-50,warm,It is -50 degrees celsius.,It is warm.,0.0058595528826117516,0.987028956413269,0.007111553568392992,roberta-large-mnli
noloc,-50,hot,It is -50 degrees celsius.,It is hot.,0.0033439716789871454,0.9930048584938049,0.003651175880804658,roberta-large-mnli
noloc,-49,freezing,It is -49 degrees celsius.,It is freezing.,0.7981471419334412,0.0032993662171065807,0.1985534429550171,roberta-large-mnli
noloc,-49,cold,It is -49 degrees celsius.,It is cold.,0.7775450944900513,0.0012451810762286186,0.22120970487594604,roberta-large-mnli
noloc,-49,cool,It is -49 degrees celsius.,It is cool.,0.3547498285770416,0.11896613240242004,0.5262840390205383,roberta-large-mnli
noloc,-49,warm,It is -49 degrees celsius.,It is warm.,0.00600401172414422,0.986050546169281,0.007945455610752106,roberta-large-mnli
noloc,-49,hot,It is -49 degrees celsius.,It is hot.,0.0039582448080182076,0.9915545582771301,0.004487176425755024,roberta-large-mnli
noloc,-48,freezing,It is -48 degrees celsius.,It is freezing.,0.7939671874046326,0.003034372115507722,0.20299847424030304,roberta-large-mnli
noloc,-48,cold,It is -48 degrees celsius.,It is cold.,0.7833009362220764,0.0012060863664373755,0.21549294888973236,roberta-large-mnli
noloc,-48,cool,It is -48 degrees celsius.,It is cool.,0.3576933443546295,0.12584185600280762,0.5164647698402405,roberta-large-mnli
noloc,-48,warm,It is -48 degrees celsius.,It is warm.,0.005723502952605486,0.986763060092926,0.007513515185564756,roberta-large-mnli
noloc,-48,hot,It is -48 degrees celsius.,It is hot.,0.0036907687317579985,0.9921367168426514,0.004172522109001875,roberta-large-mnli
noloc,-47,freezing,It is -47 degrees celsius.,It is freezing.,0.7929320335388184,0.0032322953920811415,0.20383568108081818,roberta-large-mnli
noloc,-47,cold,It is -47 degrees celsius.,It is cold.,0.7850485444068909,0.0011928320163860917,0.2137586623430252,roberta-large-mnli
noloc,-47,cool,It is -47 degrees celsius.,It is cool.,0.3377847969532013,0.14627237617969513,0.5159428715705872,roberta-large-mnli
noloc,-47,warm,It is -47 degrees celsius.,It is warm.,0.00535942567512393,0.9876279830932617,0.007012594025582075,roberta-large-mnli
noloc,-47,hot,It is -47 degrees celsius.,It is hot.,0.0033553813118487597,0.9928667545318604,0.0037779570557177067,roberta-large-mnli
noloc,-46,freezing,It is -46 degrees celsius.,It is freezing.,0.7965239882469177,0.0034072818234562874,0.20006869733333588,roberta-large-mnli
noloc,-46,cold,It is -46 degrees celsius.,It is cold.,0.790892481803894,0.0011736747110262513,0.20793382823467255,roberta-large-mnli
noloc,-46,cool,It is -46 degrees celsius.,It is cool.,0.3265126645565033,0.18103857338428497,0.49244871735572815,roberta-large-mnli
noloc,-46,warm,It is -46 degrees celsius.,It is warm.,0.004839976783841848,0.9888629913330078,0.006296982988715172,roberta-large-mnli
noloc,-46,hot,It is -46 degrees celsius.,It is hot.,0.003291074186563492,0.9929672479629517,0.003741685301065445,roberta-large-mnli
noloc,-45,freezing,It is -45 degrees celsius.,It is freezing.,0.8023151159286499,0.0029565696604549885,0.19472834467887878,roberta-large-mnli
noloc,-45,cold,It is -45 degrees celsius.,It is cold.,0.8023970127105713,0.0011218106374144554,0.19648119807243347,roberta-large-mnli
noloc,-45,cool,It is -45 degrees celsius.,It is cool.,0.366048127412796,0.13830721378326416,0.49564462900161743,roberta-large-mnli
noloc,-45,warm,It is -45 degrees celsius.,It is warm.,0.005554973613470793,0.9875961542129517,0.006848897319287062,roberta-large-mnli
